tconst,language,title type,primary title,original title,isAdult,start year,end year,runtime minutes,genres,averageRating,numVotes
tt0148045,English,movie,The Dark Side of Hollywood,The Dark Side of Hollywood,0,1998,\N,54,Documentary,6.9,33
tt0148053,English,movie,Deathwalkers,Deathwalkers,0,1989,\N,85,Horror,7.5,28
tt0148097,English,movie,The Edge of Power,The Edge of Power,0,1989,\N,94,Thriller,5.2,20
tt0148120,English,movie,Eyes to Heaven,Eyes to Heaven,0,1999,\N,88,Horror,6.9,29
tt0148130,English,movie,The Female Response,The Female Response,0,1973,\N,89,Drama,6.5,15
tt0148234,English,movie,The Grand Day,Rooz-e bashokooh,0,1989,\N,110,"Comedy,Drama",5.4,129
tt0148268,English,movie,Heist,Heist,0,1998,\N,95,"Crime,Thriller",4.1,110
tt0148321,English,movie,I Might Even Love You,I Might Even Love You,0,1998,\N,106,"Action,Drama",5.5,57
tt0148329,English,movie,Indian in the Sun,Indiani Ba'Shemesh,0,1981,\N,60,Drama,7,9
tt0148335,English,movie,The Last Embrace,The Last Embrace,0,1997,\N,84,Romance,4.3,63
tt0148351,English,movie,Sergiu Celibidache's Garden,Le jardin de Celibidache,0,1997,\N,147,"Documentary,Music",8.7,70
tt0148388,English,movie,Kung Fu Rascals,Kung Fu Rascals,0,1992,\N,101,Family,6.9,85
tt0148392,English,movie,Lancelot: Guardian of Time,Lancelot: Guardian of Time,0,1997,\N,90,"Action,Fantasy,Sci-Fi",3.5,166
tt0148403,English,movie,"Life, Love & Celluloid","Life, Love & Celluloid",0,2005,\N,90,Documentary,5,67
tt0148415,English,movie,Little Shop of Erotica,Little Shop of Erotica,0,2001,\N,87,Fantasy,4.1,68
tt0148421,English,movie,Looking for an Echo,Looking for an Echo,0,2000,\N,97,"Drama,Music",6.6,342
tt0148428,English,movie,Lucky People Center International,Lucky People Center International,0,1998,\N,85,"Documentary,Music",8,629
tt0148436,English,movie,The Mad Parade,The Mad Parade,0,1931,\N,63,"Drama,War",6.8,60
tt0148462,English,movie,Men Cry Bullets,Men Cry Bullets,0,1998,\N,105,"Comedy,Drama",4.7,126
tt0148482,English,movie,Monkey Business,Monkey Business,0,1998,\N,90,"Adventure,Comedy,Crime",3.2,176
tt0148532,English,movie,Nightslave,Nightslave,0,1988,\N,76,"Comedy,Horror",3.9,24
tt0148557,English,movie,Open Arms,Open Arms,0,1995,\N,83,Drama,4.5,16
tt0148575,English,movie,Paisa Ya Pyar,Paisa Ya Pyar,0,1969,\N,165,"Comedy,Drama,Romance",5.6,16
tt0148583,English,movie,Passion,Passion,0,1999,\N,102,"Biography,Drama,Music",5.7,303
tt0148611,English,movie,Pirates of the Sky,Pirates of the Sky,0,1926,\N,65,"Action,Adventure",6.1,17
tt0148612,English,movie,Growing Pains,Pitzei Bagrut 80,0,1980,\N,90,Drama,5.7,14
tt0148639,English,movie,Project Eliminator,Project Eliminator,0,1991,\N,90,"Action,Thriller",3.3,134
tt0148687,English,movie,Rose of Tralee,Rose of Tralee,0,1937,\N,78,Musical,4.4,27
tt0148705,English,movie,Sarah's Child,Sarah's Child,0,1994,\N,90,Thriller,3.4,59
tt0148710,English,movie,Scorched Heat,Scorched Heat,0,1987,\N,90,Horror,3.7,189
tt0148746,English,movie,The Sexploiters,The Sexploiters,0,1965,\N,65,Drama,5.6,77
tt0148786,English,movie,Shangri-La,Shangri-La,0,1961,\N,63,Comedy,5.6,21
tt0148813,English,movie,She's Too Tall,She's Too Tall,0,1998,\N,90,Comedy,3.9,188
tt0148835,English,movie,Sheer Passion,Sheer Passion,0,1998,\N,93,Thriller,4.2,295
tt0148841,English,movie,Shikar,Shikar,0,1968,\N,139,"Mystery,Thriller",6.5,132
tt0148846,English,movie,The Great Telephone Robbery,Shod Hatelephonim Hagadol,0,1972,\N,100,"Comedy,Crime,Drama",6.9,17
tt0148865,English,movie,The Sin Syndicate,The Sin Syndicate,0,1965,\N,70,"Crime,Thriller",4.2,72
tt0148872,English,movie,Sing as You Swing,Sing as You Swing,0,1937,\N,82,"Musical,Romance",5.1,44
tt0148927,English,movie,Sleeping Together,Sleeping Together,0,1997,\N,87,"Comedy,Romance",6.3,106
tt0149016,English,movie,Sounds of Silence,Sounds of Silence,0,1989,\N,108,Horror,5.1,210
tt0149022,English,movie,Southern Comforts,Southern Comforts,0,1971,\N,80,Comedy,4.6,177
tt0149101,English,movie,The Spy Who Came,The Spy Who Came,0,1969,\N,71,"Drama,Thriller",4.7,64
tt0149151,English,movie,Still Crazy,Still Crazy,0,1998,\N,95,"Comedy,Drama,Music",7,8385
tt0149171,English,movie,Strays,Strays,0,1997,\N,105,"Crime,Drama",5.5,1731
tt0149178,English,movie,Stricken,Stricken,0,1997,\N,88,"Drama,Thriller",3.1,175
tt0149198,English,movie,Studio legale per una rapina,Studio legale per una rapina,0,1973,\N,98,Crime,3.2,16
tt0149207,English,movie,Substitution,Substitution,0,1970,\N,73,"Comedy,Romance",5,52
tt0149208,English,movie,The Successor,The Successor,0,1996,\N,104,Thriller,4.7,64
tt0149253,English,movie,The Good War,Texas 46,0,2002,\N,96,"Drama,History,War",6,233
tt0149261,English,movie,Deep Blue Sea,Deep Blue Sea,0,1999,\N,105,"Action,Adventure,Sci-Fi",5.9,136427
tt0149327,English,movie,Vampyre,Vampyre,0,1990,\N,87,Horror,3.3,79
tt0149343,English,movie,Waking Up Horton,Waking Up Horton,0,1998,\N,90,"Adventure,Comedy,Family",3.6,140
tt0149353,English,movie,Weld,Weld,0,1990,\N,107,"Documentary,Music",8.8,101
tt0149357,English,movie,My Father's Angel,My Father's Angel,0,1999,\N,86,Drama,6.9,142
tt0149367,English,movie,Where the Money Is,Where the Money Is,0,2000,\N,89,"Comedy,Crime,Drama",6.3,6204
tt0149372,English,movie,The White Raven,The White Raven,0,1998,\N,92,"Action,Crime,Thriller",4.4,436
tt0149428,English,movie,Captive,Captive,0,1980,\N,95,Sci-Fi,4.9,92
tt0149555,English,movie,13 East Street,13 East Street,0,1952,\N,72,Thriller,5.8,161
tt0149574,English,movie,Aasmaan Mahal,Aasmaan Mahal,0,1965,\N,172,Drama,5.6,10
tt0149580,English,movie,Abril de Vietnam en el año del gato,Abril de Vietnam en el a√±o del gato,0,1975,\N,120,Documentary,7,14
tt0149624,English,movie,All the Pretty Horses,All the Pretty Horses,0,2000,\N,116,"Drama,Romance,Western",5.8,15241
tt0149632,English,movie,Alma,Alma,0,1998,\N,94,Documentary,6.8,31
tt0149648,English,movie,American Cowboy,American Cowboy,0,1998,\N,52,Documentary,6.5,29
tt0149677,English,movie,War of the Planets,Anno zero - Guerra nello spazio,0,1977,\N,89,"Adventure,Sci-Fi",2.9,958
tt0149691,English,movie,Anywhere But Here,Anywhere But Here,0,1999,\N,114,"Comedy,Drama",6.2,18223
tt0149698,English,movie,Appetite,Appetite,0,1998,\N,97,"Mystery,Thriller",4.4,298
tt0149757,English,movie,Baby Brown,Baby Brown,0,1990,\N,93,Action,6.3,54
tt0149773,English,movie,Badi Maa,Badi Maa,0,1945,\N,122,"Drama,War",6.7,12
tt0149778,English,movie,Balkon,Balkon,0,1988,\N,84,Drama,7,24
tt0149791,English,movie,Barbie Nation: An Unauthorized Tour,Barbie Nation: An Unauthorized Tour,0,1998,\N,53,Documentary,6.7,50
tt0149836,English,movie,Beautiful Love,Bel amour,0,1951,\N,97,"Drama,Music,Romance",4.1,12
tt0149896,English,movie,Bix: 'Ain't None of Them Play Like Him Yet',Bix: 'Ain't None of Them Play Like Him Yet',0,1981,\N,116,"Biography,Documentary,Music",8.5,47
tt0149898,English,movie,Black and White,Black and White,0,1999,\N,97,"Action,Mystery,Thriller",5.1,1228
tt0149900,English,movie,Black Diamonds,Black Diamonds,0,1932,\N,53,Drama,5.6,20
tt0149964,English,movie,Broken Vessels,Broken Vessels,0,1998,\N,90,Drama,6.5,769
tt0149973,English,movie,Bucket of Blood,The Tell-Tale Heart,0,1934,\N,55,Horror,6,86
tt0150021,English,movie,Camouflage,Camouflage,0,2001,\N,98,"Action,Comedy",4.5,1964
tt0150038,English,movie,Capone's Lost Treasure,Capone's Lost Treasure,0,1994,\N,95,"Comedy,Crime",5.7,22
tt0150056,English,movie,Lucrezia Borgia,Lucrezia Borgia,0,1990,\N,82,"Drama,History",4.2,55
tt0150102,English,movie,Chhota Sa Ghar,Chhota Sa Ghar,0,1996,\N,141,Drama,4,16
tt0150117,English,movie,Chocolate Babies,Chocolate Babies,0,1996,\N,83,Drama,6.9,76
tt0150134,English,movie,Circus Redickuless,Circus Redickuless,0,1997,\N,88,Documentary,8,13
tt0150143,English,movie,Claire Dolan,Claire Dolan,0,1998,\N,95,Drama,6.7,1369
tt0150167,English,movie,Color-Blinded,Color-Blinded,0,1998,\N,92,Comedy,6.3,44
tt0150168,English,movie,Columbia Laff Hour,Columbia Laff Hour,0,1956,\N,90,Comedy,6.5,17
tt0150176,English,movie,Coming Soon,Coming Soon,0,1999,\N,96,"Comedy,Romance",4.5,1773
tt0150179,English,movie,Computer Beach Party,Computer Beach Party,0,1987,\N,97,Comedy,2.8,170
tt0150203,English,movie,Cost of Living,Cost of Living,0,1997,\N,104,Thriller,5.7,108
tt0150216,English,movie,Cradle Will Rock,Cradle Will Rock,0,1999,\N,132,Drama,6.8,9357
tt0150218,English,movie,The Cream Will Rise,The Cream Will Rise,0,1998,\N,90,"Biography,Documentary,Music",7.3,64
tt0150222,English,movie,Crime of Crimes,Crime of Crimes,0,1989,\N,87,"Action,Crime,Drama",5.2,43
tt0150230,English,movie,The Cruise,The Cruise,0,1998,\N,76,Documentary,7.6,1858
tt0150249,English,movie,Comfortable Monthly Payments,C√≥modas mensualidades,0,1992,\N,90,"Comedy,Drama",5.6,12
tt0150265,English,movie,Dance Craze,Dance Craze,0,1981,\N,50,"Documentary,Music",8.2,148
tt0150287,English,movie,Deadly Exposure,Deadly Exposure,0,1995,\N,85,Action,4.3,15
tt0150290,English,movie,Dear Jesse,Dear Jesse,0,1997,\N,82,Documentary,7,156
tt0150301,English,movie,Demobbed,Demobbed,0,1944,\N,96,Comedy,4.1,63
tt0150304,English,movie,Desert Steel,Desert Steel,0,1994,\N,89,Action,5.1,32
tt0150337,English,movie,The Divine Ryans,The Divine Ryans,0,1999,\N,93,"Comedy,Drama",5.9,136
tt0150338,English,movie,Divine Trash,Divine Trash,0,1998,\N,97,Documentary,7.7,1156
tt0150340,English,movie,Divorce: A Contemporary Western,Divorce: A Contemporary Western,0,1998,\N,100,Drama,5.5,83
tt0150359,English,movie,Dog Years,Dog Years,0,1997,\N,75,"Action,Comedy",5.6,71
tt0150377,English,movie,Double Jeopardy,Double Jeopardy,0,1999,\N,105,"Crime,Drama,Mystery",6.5,89687
tt0150388,English,movie,The Dragon Painter,The Dragon Painter,0,1919,\N,53,"Drama,Romance",6.6,622
tt0150405,English,movie,Drylanders,Drylanders,0,1962,\N,69,"Drama,Family,Western",6.5,76
tt0150456,English,movie,"Ele, My Friend","Ele, My Friend",0,1992,\N,103,Family,5.7,39
tt0150488,English,movie,B.U.S.T.E.D,Everybody Loves Sunshine,0,1998,\N,97,"Crime,Drama",5.3,738
tt0150489,English,movie,Excited,Excited,0,1970,\N,53,Fantasy,3.6,54
tt0150495,English,movie,The Face on the Barroom Floor,The Face on the Barroom Floor,0,1932,\N,65,"Crime,Drama,Romance",4.7,13
tt0150500,English,movie,Fallout,Fallout,0,1999,\N,90,"Action,Sci-Fi",3.6,414
tt0150522,English,movie,Fatal Lottery,Loter√≠a mortal,0,1997,\N,89,Action,3.6,18
tt0150524,English,movie,Fear No More,Fear No More,0,1961,\N,80,"Drama,Mystery,Thriller",6.3,285
tt0150533,English,movie,Femmina,Femmina,0,1998,\N,93,"Drama,Thriller",5.2,84
tt0150545,English,movie,Fifth Ward,Fifth Ward,0,1997,\N,110,Drama,7.1,48
tt0150574,English,movie,"Five Wives, Three Secretaries and Me","Five Wives, Three Secretaries and Me",0,1998,\N,82,"Comedy,Documentary,Family",7.2,57
tt0150599,English,movie,The Flying Fool,The Flying Fool,0,1931,\N,76,"Comedy,Drama",5,9
tt0150614,English,movie,Forgotten Men,Forgotten Men,0,1933,\N,60,"Documentary,War",6.8,14
tt0150633,English,movie,Frankenstein: A Cinematic Scrapbook,Frankenstein: A Cinematic Scrapbook,0,1991,\N,60,Documentary,6.2,25
tt0150634,English,movie,Freak Weather,Freak Weather,0,1999,\N,87,Drama,6.7,51
tt0150641,English,movie,Fresh Air,Fresh Air,0,1999,\N,92,"Comedy,Drama",5.5,126
tt0150786,English,movie,Gregory's Two Girls,Gregory's Two Girls,0,1999,\N,116,Comedy,5.1,623
tt0150855,English,movie,HauntedWeen,HauntedWeen,0,1991,\N,88,"Comedy,Horror",4.8,257
tt0150867,English,movie,Headmaster,Headmaster,0,1959,\N,83,Drama,7.5,24
tt0150897,English,movie,Heritage,Heritage,0,1935,\N,94,"Drama,History",5,29
tt0150915,English,movie,Hilary and Jackie,Hilary and Jackie,0,1998,\N,121,"Biography,Drama,Music",7.3,10461
tt0150931,English,movie,Hollow Gate,Hollow Gate,0,1988,\N,76,Horror,3.2,357
tt0150941,English,movie,Homo Heights,Homo Heights,0,1998,\N,92,Comedy,3.9,123
tt0150943,English,movie,"Honeybaby, Honeybaby","Honeybaby, Honeybaby",0,1974,\N,89,Action,4.1,65
tt0150987,English,movie,How to Succeed with Girls,How to Succeed with Girls,0,1964,\N,86,Comedy,5.6,43
tt0151007,English,movie,I Heard It Through the Grapevine,I Heard It Through the Grapevine,0,1982,\N,95,Documentary,8.2,26
tt0151008,English,movie,I Only Arsked!,I Only Arsked!,0,1958,\N,82,Comedy,5.8,70
tt0151013,English,movie,I Was a Teenage Mummy,I Was a Teenage Mummy,0,1963,\N,90,Horror,4.7,20
tt0151022,English,movie,Ice from the Sun,Ice from the Sun,0,1999,\N,120,"Fantasy,Horror",4.1,684
tt0151047,English,movie,In a Savage Land,In a Savage Land,0,1999,\N,115,"Adventure,Drama",6.1,561
tt0151070,English,movie,The Intruder,The Intruder,0,1981,\N,91,"Drama,Fantasy,Horror",5,33
tt0151096,English,movie,The Ballad of Billie Blue,The Ballad of Billie Blue,0,1972,\N,90,Drama,6.2,50
tt0151123,English,movie,Jeepers Creepers,Jeepers Creepers,0,1939,\N,69,"Comedy,Western",6,111
tt0151130,English,movie,Les jeunes Québécoises,Les jeunes Qu√©b√©coises,0,1980,\N,100,Comedy,4.4,24
tt0151131,English,movie,Jewel of the Gods,Jewel of the Gods,0,1989,\N,86,"Action,Adventure,Comedy",4.5,55
tt0151137,English,movie,The Messenger: The Story of Joan of Arc,Joan of Arc,0,1999,\N,158,"Adventure,Biography,Drama",6.4,67797
tt0151153,English,movie,Joymati,Joymati,0,1935,\N,57,History,6.2,50
tt0151222,English,movie,Movies in the Mind,Kino im Kopf,0,1996,\N,87,Documentary,7.8,18
tt0151236,English,movie,Morning Star,Kohav Hashahar,0,1980,\N,90,"Drama,Music",7,13
tt0151239,English,movie,Kolobos,Kolobos,0,1999,\N,87,"Horror,Mystery,Thriller",5.1,2413
tt0151240,English,movie,Smell and Smile,Kompot Na'alyim,0,1985,\N,90,Comedy,4.4,36
tt0151243,English,movie,Kongi's Harvest,Kongi's Harvest,0,1970,\N,85,Drama,6.6,36
tt0151281,English,movie,Ladies Room,Ladies Room,0,1999,\N,90,"Comedy,Drama",4.6,609
tt0151299,English,movie,Last Fair Deal,Last Fair Deal,0,2002,\N,101,Action,5.2,19
tt0151305,English,movie,Freak,Freak,0,1999,\N,84,"Horror,Thriller",3.7,255
tt0151309,English,movie,Laughing Boy,Laughing Boy,0,2000,\N,82,Comedy,6,147
tt0151327,English,movie,Lenny Bruce: Without Tears,Lenny Bruce: Without Tears,0,1972,\N,85,"Biography,Documentary",6.2,148
tt0151331,English,movie,Let the Devil Wear Black,Let the Devil Wear Black,0,1999,\N,89,"Crime,Drama,Thriller",4.9,719
tt0151335,English,movie,Letters Not About Love,Letters Not About Love,0,1998,\N,60,Documentary,7.7,16
tt0151338,English,movie,Like Mother Like Daughter,Like Mother Like Daughter,0,1969,\N,74,Drama,5,18
tt0151391,English,movie,Lost at Sea,Lost at Sea,0,1995,\N,90,Action,7.3,33
tt0151392,English,movie,Dirkie,Dirkie,0,1969,\N,81,"Adventure,Drama,Thriller",7,443
tt0151395,English,movie,The Love Cult,The Love Cult,0,1966,\N,65,Drama,4.1,110
tt0151396,English,movie,Love from Ground Zero,Love from Ground Zero,0,1998,\N,102,"Comedy,Drama",7.3,105
tt0151404,English,movie,Loving Feeling,Loving Feeling,0,1968,\N,82,Drama,4.7,59
tt0151416,English,movie,The Lumière Brothers' First Films,The Lumi√®re Brothers' First Films,0,1996,\N,61,"Documentary,History",8.1,403
tt0151418,English,movie,Lupo Goes to New York,Lupo B'New York,0,1976,\N,90,"Comedy,Drama",6.3,44
tt0151426,English,movie,Macabro,I tab√π n. 2,0,1966,\N,88,Documentary,3.7,12
tt0151480,English,movie,Man's Best Friend,Man's Best Friend,0,1935,\N,62,"Adventure,Drama",6,25
tt0151482,English,movie,Manjari Opera,Manjari Opera,0,1970,\N,120,Drama,7.7,9
tt0151514,English,movie,Maximum Breakout,Maximum Breakout,0,1991,\N,96,"Action,Drama",4.5,47
tt0151532,English,movie,Men of Steel,Men of Steel,0,1932,\N,71,Drama,5.5,11
tt0151535,English,movie,Merchant of Evil,Merchant of Evil,0,1993,\N,90,"Action,Thriller",4.9,23
tt0151542,English,movie,The Persuader,Ha-Meshahnei'a Ba'am,0,1973,\N,100,"Crime,Drama",7.9,11
tt0151545,English,movie,"Women, Women, Women",Messagest Hatzameret,0,1981,\N,92,"Comedy,Drama",4.4,18
tt0151547,English,movie,The Metro-Goldwyn-Mayer Story,The Metro-Goldwyn-Mayer Story,0,1951,\N,60,Documentary,6.6,98
tt0151558,English,movie,The Mickey Mouse Anniversary Show,The Mickey Mouse Anniversary Show,0,1968,\N,84,Family,7.1,44
tt0151568,English,movie,Topsy-Turvy,Topsy-Turvy,0,1999,\N,160,"Biography,Comedy,Drama",7.4,13031
tt0151582,English,movie,The Minus Man,The Minus Man,0,1999,\N,111,"Crime,Drama,Mystery",6.1,6825
tt0151594,English,movie,The Missing,The Missing,0,1999,\N,92,"Crime,Mystery,Thriller",5,50
tt0151650,English,movie,Movie Madness,Movie Madness,0,1992,\N,80,Comedy,7.8,15
tt0151658,English,movie,Mr. Nice Guy,Mr. Nice Guy,0,1987,\N,92,Comedy,5.5,263
tt0151659,English,movie,Mr. P's Dancing Sushi Bar,Mr. P's Dancing Sushi Bar,0,1998,\N,90,"Comedy,Drama",7.4,32
tt0151666,English,movie,The Mugger,The Mugger,0,1958,\N,74,"Crime,Drama,Thriller",5.8,201
tt0151691,English,movie,My Name Is Joe,My Name Is Joe,0,1998,\N,105,"Drama,Romance",7.5,8573
tt0151702,English,movie,Das Mädchen mit dem Mini,Das M√§dchen mit dem Mini,0,1965,\N,66,Comedy,6.5,15
tt0151709,English,movie,West Side Girl,Na'arat haparvarim,0,1979,\N,94,"Drama,Music",6.6,36
tt0151722,English,movie,Pillar of Salt,Natziv Hamelech,0,1979,\N,58,Drama,6.3,9
tt0151738,English,movie,Never Been Kissed,Never Been Kissed,0,1999,\N,107,"Comedy,Drama,Romance",6,93431
tt0151745,English,movie,Next Time,Next Time,0,1998,\N,97,Drama,7.5,62
tt0151751,English,movie,Night Life in Reno,Night Life in Reno,0,1931,\N,72,"Crime,Drama,Music",4.9,130
tt0151753,English,movie,A Night of Magic,A Night of Magic,0,1944,\N,55,"Comedy,Fantasy,Musical",3.9,65
tt0151771,English,movie,No Room at the Inn,No Room at the Inn,0,1948,\N,82,"Drama,History",6.6,170
tt0151778,English,movie,Not Quite an Angel,Not Quite an Angel,0,1999,\N,87,"Comedy,Family,Fantasy",5.3,102
tt0151802,English,movie,Off the Dole,Off the Dole,0,1935,\N,89,"Comedy,Musical",5.1,79
tt0151804,English,movie,Office Space,Office Space,0,1999,\N,89,Comedy,7.6,272807
tt0151905,English,movie,Gang Land,Pariah,0,1998,\N,97,"Action,Crime,Drama",4.3,930
tt0151941,English,movie,Acts of Justice,Per tutto il tempo che ci resta,0,1998,\N,110,Drama,5.9,19
tt0151975,English,movie,The Pigeon Egg Strategy,The Pigeon Egg Strategy,0,1998,\N,88,Comedy,7.5,115
tt0152004,English,movie,Please Don't Touch Me,Please Don't Touch Me,0,1963,\N,67,Drama,5.7,65
tt0152043,English,movie,Portrait of a White Marriage,Portrait of a White Marriage,0,1988,\N,101,"Comedy,Romance",5.6,126
tt0152098,English,movie,PSI Factor,PSI Factor,0,1980,\N,91,"Mystery,Sci-Fi",4.9,88
tt0152128,English,movie,Radio Parade,Radio Parade,0,1933,\N,70,"Comedy,Music",6.6,13
tt0152169,English,movie,Regeneration,Regeneration,0,1987,\N,85,"Comedy,Horror",5.8,14
tt0152172,English,movie,Remember Me This Way,Remember Me This Way,0,1974,\N,57,"Documentary,Music",4.2,48
tt0152173,English,movie,Reno Finds Her Mom,Reno Finds Her Mom,0,1998,\N,89,"Comedy,Documentary",4.9,42
tt0152174,English,movie,Requiem for Murder,Requiem for Murder,0,1999,\N,95,Thriller,4.8,357
tt0152176,English,movie,Restaurant,Restaurant,0,1998,\N,107,Drama,6,659
tt0152182,English,movie,Return to Justice,Return to Justice,0,1990,\N,88,Action,5,27
tt0152211,English,movie,Rocinante,Rocinante,0,1986,\N,93,Drama,5.9,38
tt0152241,English,movie,The Stake and the Flame,Rug si flacara,0,1980,\N,118,War,6.7,30
tt0152251,English,movie,The Rutherford County Line,The Rutherford County Line,0,1987,\N,98,Action,6,48
tt0152279,English,movie,Sand Trap,Sand Trap,0,1997,\N,100,Thriller,5.8,194
tt0152286,English,movie,The Ladies' Hairdresser,Sapar Nashim,0,1984,\N,90,Comedy,5.9,53
tt0152288,English,movie,Sarit,Sarit,0,1974,\N,90,Drama,7.4,14
tt0152319,English,movie,Scrapple,Scrapple,0,1998,\N,93,Comedy,6.1,123
tt0152387,English,movie,Shalom (Wayfarer's Prayer),"Shalom, Tefilat Haderech",0,1973,\N,94,Drama,6.6,15
tt0152400,English,movie,Shehar Aur Sapna,Shehar Aur Sapna,0,1964,\N,120,Drama,6.3,18
tt0152408,English,movie,Shivrei T'munot Yerushalayim,Shivrei T'munot Yerushalayim,0,1996,\N,358,"Documentary,History",8.7,36
tt0152409,English,movie,Shizofreniya,Shizofreniya,0,1997,\N,142,Crime,5.9,169
tt0152419,English,movie,Shooters,Shooters,0,1989,\N,87,Comedy,4,53
tt0152430,English,movie,Little Man,Shraga Katan,0,1978,\N,90,Drama,5.6,13
tt0152444,English,movie,The Silver Screen: Color Me Lavender,The Silver Screen: Color Me Lavender,0,1997,\N,100,"Documentary,History",6.4,309
tt0152468,English,movie,SlamNation,SlamNation,0,1998,\N,100,Documentary,7.8,124
tt0152539,English,movie,South Seas,South Seas,0,1974,\N,90,"Action,Adventure,Drama",5,62
tt0152548,English,movie,Spanish Fly,Spanish Fly,0,1998,\N,91,"Comedy,Romance",4.7,218
tt0152620,English,movie,Subterfuge,Subterfuge,0,1996,\N,95,"Action,Drama",4.1,159
tt0152703,English,movie,Rockinghorse,Sus'etz,0,1978,\N,90,Drama,7.8,31
tt0152721,English,movie,Swamp Girl,Swamp Girl,0,1971,\N,78,Drama,5.3,135
tt0152769,English,movie,The Swindle,The Swindle,0,1991,\N,91,"Comedy,Drama",5.2,23
tt0152833,English,movie,Wrong Number,Ta'ut Bamispar,0,1979,\N,100,"Comedy,Drama",6.3,34
tt0152880,English,movie,The Tales of Helpmann,The Tales of Helpmann,0,1990,\N,50,"Biography,Documentary,Music",6.7,24
tt0152929,English,movie,The Tornado,El-Aasar,0,1992,\N,90,"Drama,War",6.4,22
tt0152946,English,movie,Teen Knight,Teen Knight,0,1999,\N,89,"Adventure,Fantasy",3.1,217
tt0153000,English,movie,That Tender Touch,That Tender Touch,0,1969,\N,88,Drama,4.9,122
tt0153012,English,movie,The Thief & the Stripper,The Thief & the Stripper,0,2000,\N,84,"Crime,Drama,Thriller",4.1,115
tt0153031,English,movie,This Space Between Us,This Space Between Us,0,1999,\N,98,"Comedy,Drama,Romance",5.8,184
tt0153032,English,movie,This Year's Love,This Year's Love,0,1999,\N,108,"Comedy,Drama,Romance",6.3,1675
tt0153056,English,movie,Thrilling Love,Thrilling Love,0,1989,\N,91,"Drama,Romance",4.1,20
tt0153093,English,movie,Tijuana After Midnite,Tijuana After Midnite,0,1954,\N,58,Comedy,3.2,35
tt0153099,English,movie,Time Is My Enemy,Time Is My Enemy,0,1954,\N,64,"Crime,Drama",6.3,181
tt0153100,English,movie,Time of Her Time,Time of Her Time,0,2000,\N,93,Drama,7.2,46
tt0153167,English,movie,Tonight for Sure,Tonight for Sure,0,1962,\N,69,"Comedy,Western",3,327
tt0153213,English,movie,Tough Cops,Tough Cops,0,1987,\N,93,Action,5.7,47
tt0153225,English,movie,Toys Are Not for Children,Toys Are Not for Children,0,1972,\N,85,Drama,6,579
tt0153360,English,movie,Twist of Fate,Twist of Fate,0,1998,\N,95,Thriller,5.2,406
tt0153362,English,movie,Twisted Tales,Twisted Tales,0,1994,\N,90,Horror,5.2,43
tt0153409,English,movie,The Ultimate Voyeur,The Ultimate Voyeur,0,1969,\N,69,Drama,4.8,12
tt0153446,English,movie,Unholy Matrimony,Unholy Matrimony,0,1966,\N,78,"Comedy,Drama",5.8,65
tt0153464,English,movie,Up at the Villa,Up at the Villa,0,2000,\N,115,"Drama,Romance",6,2760
tt0153533,English,movie,Bitten: Victoria's Shadow,Victoria's Shadow,0,2001,\N,80,Horror,3.6,112
tt0153546,English,movie,Straydogs,Straydogs,0,1999,\N,93,Drama,4.8,143
tt0153569,English,movie,The Visionaries,I visionari,0,1968,\N,95,"Drama,Thriller",6.2,8
tt0153599,English,movie,Vow of Chastity,Voto di castit√†,0,1977,\N,87,Comedy,5.2,77
tt0153620,English,movie,Wacky Taxi,Wacky Taxi,0,1972,\N,79,"Comedy,Family",3.6,135
tt0153639,English,movie,Walt Curtis: The Peckerneck Poet,Walt Curtis: The Peckerneck Poet,0,1997,\N,64,Documentary,5.7,38
tt0153642,English,movie,The Sadistic Hypnotist,The Sadistic Hypnotist,0,1969,\N,69,"Comedy,Horror",3.8,170
tt0153644,English,movie,Wanted,Wanted,0,1998,\N,92,"Drama,Thriller",3.9,177
tt0153666,English,movie,The Way of Lost Souls,The Way of Lost Souls,0,1929,\N,94,Drama,7.3,95
tt0153688,English,movie,Weird Nightmare,Weird Nightmare,0,1993,\N,70,Documentary,8.6,9
tt0153737,English,movie,What I Did for Love,Folle d'elle,0,1998,\N,95,Comedy,3.9,329
tt0153755,English,movie,When Love Comes Along,When Love Comes,0,1998,\N,94,"Drama,Music,Romance",5.9,356
tt0153784,English,movie,Who Killed Cock Robin?,Who Killed Cock Robin?,0,1970,\N,56,Drama,4,33
tt0153836,English,movie,The Wild and the Naked,The Wild and the Naked,0,1962,\N,68,Drama,4.7,74
tt0153866,English,movie,Wirey Spindell,Wirey Spindell,0,1999,\N,101,Comedy,5.3,633
tt0153878,English,movie,Without Limit,Without Limit,0,1995,\N,92,Action,3.2,13
tt0153896,English,movie,A Woman in Love,A Woman in Love,0,1968,\N,88,Thriller,4.7,18
tt0153910,English,movie,The Wonderful World of Girls,The Wonderful World of Girls,0,1965,\N,65,Comedy,6.2,23
tt0154034,English,movie,Zingo,Zingo,0,1998,\N,92,Comedy,5.6,965
tt0154108,English,movie,Aarop,Aarop,0,1974,\N,129,Drama,7.3,21
tt0154184,English,movie,BP (Pushing the Boundaries),BP (Pushing the Boundaries),0,1997,\N,60,Documentary,6.8,12
tt0154189,English,movie,Badal,Badal,0,1966,\N,150,"Action,Adventure,Musical",7.3,14
