tconst,language,title type,primary title,original title,isAdult,start year,end year,runtime minutes,genres,averageRating,numVotes
tt0129033,English,movie,Desire,Desire,0,1989,\N,88,"Documentary,History,Romance",6.8,31
tt0129040,English,movie,Dilemma,Dilemma,0,1997,\N,83,"Action,Drama",3.5,218
tt0129045,English,movie,The Folly of Sin,Dr. X,0,1915,\N,56,Drama,5.4,17
tt0129082,English,movie,Falling Fire,Falling Fire,0,1997,\N,98,Sci-Fi,3.9,281
tt0129097,English,movie,For Love and Money,For Love and Money,0,1967,\N,75,"Crime,Drama",4.5,69
tt0129111,English,movie,The Gambler,The Gambler,0,1997,\N,97,"Biography,Drama,Romance",6.2,426
tt0129119,English,movie,The Golden Age of Comedy,The Golden Age of Comedy,0,1957,\N,79,"Comedy,Documentary",7.1,449
tt0129134,English,movie,The Hart of London,The Hart of London,0,1970,\N,80,Documentary,6.6,434
tt0129136,English,movie,Hell's Kitchen,Hell's Kitchen,0,1998,\N,95,"Crime,Drama",4.6,2718
tt0129145,English,movie,Holiday's with Pay,Holiday's with Pay,0,1948,\N,115,Comedy,5.3,36
tt0129148,English,movie,Hot Ice,Hot Ice,0,1977,\N,94,"Comedy,Crime",3.9,90
tt0129157,English,movie,In the Flesh,In the Flesh,0,1998,\N,102,"Crime,Drama",5.6,595
tt0129159,English,movie,Incident at Channel Q,Incident at Channel Q,0,1986,\N,85,Music,6.1,16
tt0129167,English,movie,The Iron Giant,The Iron Giant,0,1999,\N,86,"Action,Adventure,Animation",8.1,205254
tt0129175,English,movie,Une journée en taxi,Une journ√©e en taxi,0,1982,\N,84,Drama,6.2,14
tt0129185,English,movie,Kriss,Kriss,0,1931,\N,48,"Fantasy,Romance",6.7,13
tt0129196,English,movie,Legong the Killer,Legong: Dance of the Virgins,0,1935,\N,65,"Drama,Romance",6.6,255
tt0129202,English,movie,Lighting Bill,Lighting Bill,0,1934,\N,47,Western,3.8,24
tt0129210,English,movie,The Look Out Girl,The Look Out Girl,0,1928,\N,55,"Drama,Mystery",5.3,31
tt0129211,English,movie,Lowball,Lowball,0,1996,\N,99,"Action,Crime,Drama",4.9,153
tt0129221,English,movie,The Man from Clover Grove,The Man from Clover Grove,0,1974,\N,96,"Comedy,Family",5.7,51
tt0138834,English,movie,Story of a Bad Boy,Story of a Bad Boy,0,1999,\N,85,"Comedy,Drama,Music",5.2,436
tt0138841,English,movie,Super Colosso,Super Colosso,0,1995,\N,74,Family,6.9,62
tt0138845,English,movie,Sydämeni laulu,Syd√§meni laulu,0,1948,\N,88,Documentary,6.4,21
tt0138862,English,movie,Taxman,Taxman,0,1998,\N,104,"Action,Comedy,Crime",5.5,466
tt0138874,English,movie,Three Seasons,Ba m√πa,0,1999,\N,113,Drama,7.2,3240
tt0138902,English,movie,Urgh! A Music War,Urgh! A Music War,0,1981,\N,96,"Documentary,Music",7.9,816
tt0138910,English,movie,The Versace Murder,The Versace Murder,0,1998,\N,90,"Crime,Drama",3.4,296
tt0138927,English,movie,Waterproof,Waterproof,0,2000,\N,95,Drama,6.5,438
tt0138946,English,movie,The Yards,The Yards,0,2000,\N,115,"Crime,Drama,Romance",6.4,22031
tt0138987,English,movie,20 Dates,20 Dates,0,1998,\N,87,"Biography,Comedy,Romance",5.6,1776
tt0138989,English,movie,Forty Days of Musa Dagh,Forty Days of Musa Dagh,0,1982,\N,143,"Drama,History,War",5.3,250
tt0139011,English,movie,All of It,All of It,0,1998,\N,85,"Comedy,Drama,Romance",6.1,118
tt0139029,English,movie,Armstrong,Armstrong,0,1998,\N,99,"Action,Thriller",3.8,479
tt0139030,English,movie,Around the Fire,Around the Fire,0,1998,\N,106,Drama,5.4,740
tt0139051,English,movie,Bandish,Bandish,0,1955,\N,129,"Comedy,Drama,Musical",7.3,30
tt0139057,English,movie,Beautopia,Beautopia,0,1998,\N,104,Documentary,7,47
tt0139064,English,movie,Berlin '39,Berlin '39,0,1993,\N,90,"Action,Drama",5.6,46
tt0139076,English,movie,Bone Daddy,Bone Daddy,0,1998,\N,90,"Crime,Horror,Thriller",5.3,1442
tt0139091,English,movie,Cage II,Cage II,0,1994,\N,106,"Action,Drama",4.1,360
tt0139105,English,movie,Power and Lovers,La chance,0,1994,\N,88,"Action,Crime,Drama",5.2,57
tt0139112,English,movie,Cherry,Cherry,0,1999,\N,90,"Comedy,Romance",5.5,373
tt0139124,English,movie,The Color of Evening,The Color of Evening,0,1990,\N,90,"Drama,Romance",5.5,181
tt0139134,English,movie,Cruel Intentions,Cruel Intentions,0,1999,\N,97,"Drama,Romance",6.8,195904
tt0139151,English,movie,Inferno,Desert Heat,0,1999,\N,95,"Action,Comedy,Drama",5.1,10159
tt0139166,English,movie,Dumbarton Bridge,Dumbarton Bridge,0,1999,\N,98,Drama,5.3,105
tt0139185,English,movie,Extraordinary Visitor,Extraordinary Visitor,0,1998,\N,87,Comedy,6.6,81
tt0139193,English,movie,"The Farm: Angola, USA","The Farm: Angola, USA",0,1998,\N,88,Documentary,7.5,801
tt0139194,English,movie,Fashionably L.A.,Fashionably L.A.,0,1999,\N,95,Comedy,4.9,142
tt0139216,English,movie,Floating,Floating,0,1997,\N,90,"Drama,Romance",6.5,727
tt0139221,English,movie,Frat House,Frat House,0,1998,\N,60,Documentary,6.7,462
tt0139237,English,movie,Gazal,Gazal,0,1964,\N,129,"Drama,Musical,Romance",7.4,52
tt0139239,English,movie,Go,Go,0,1999,\N,102,"Comedy,Crime",7.2,72794
tt0139242,English,movie,The Golden Box,The Golden Box,0,1970,\N,79,"Action,Crime,Drama",4.7,28
tt0139258,English,movie,A Good Time with a Bad Girl,Good Time with a Bad Girl,0,1967,\N,61,Drama,3.9,130
tt0139288,English,movie,Guess What Happened to Count Dracula?,Guess What Happened to Count Dracula?,0,1971,\N,80,"Comedy,Horror",3.4,225
tt0139362,English,movie,High Art,High Art,0,1998,\N,101,"Drama,Romance",6.6,10814
tt0139370,English,movie,He Walked Through the Fields,Hu Halach B'Sadot,0,1967,\N,90,Drama,6.4,82
tt0139385,English,movie,Iris,Iris,0,1968,\N,95,"Drama,Romance",7.2,27
tt0139388,English,movie,It Had to Be You,It Had to Be You,0,2000,\N,96,"Comedy,Romance",5.6,2297
tt0139394,English,movie,The Joyriders,The Joyriders,0,1999,\N,100,"Crime,Drama",5.9,484
tt0139404,English,movie,King Monster,King Monster,0,1976,\N,87,"Adventure,Family,Sci-Fi",5.9,17
tt0139414,English,movie,Lake Placid,Lake Placid,0,1999,\N,82,"Action,Comedy,Horror",5.8,62810
tt0139418,English,movie,The Last Reunion,The Last Reunion,0,1980,\N,98,"Action,Adventure,Drama",4.6,129
tt0139421,English,movie,Legacy of Satan,Legacy of Satan,0,1974,\N,68,Horror,3.6,310
tt0139426,English,movie,Lighthouse,Lighthouse,0,1999,\N,95,"Horror,Thriller",4.8,1275
tt0139432,English,movie,The Lost Tribe,The Lost Tribe,0,1983,\N,114,"Adventure,Horror,Mystery",5.6,82
tt0139442,English,movie,Madam Savant,Madam Savant,0,1997,\N,89,"Drama,Romance,Thriller",4.3,242
tt0139453,English,movie,Mauri,Mauri,0,1988,\N,101,"Drama,Mystery,Romance",6,97
tt0139462,English,movie,Message in a Bottle,Message in a Bottle,0,1999,\N,126,"Drama,Romance",6.2,39266
tt0139465,English,movie,The Minion,The Minion,0,1998,\N,95,"Action,Fantasy,Horror",3.9,1943
tt0139468,English,movie,Modulations,Modulations,0,1998,\N,75,"Documentary,Music",7.2,445
tt0139486,English,movie,Naked Africa,Naked Africa,0,1957,\N,70,Documentary,5.9,31
tt0139487,English,movie,Naked Lies,Naked Lies,0,1998,\N,93,"Action,Crime,Drama",3.4,376
tt0139499,English,movie,No Ordinary Love,No Ordinary Love,0,1994,\N,104,"Comedy,Romance",4.3,336
tt0139504,English,movie,The Notorious Elinor Lee,The Notorious Elinor Lee,0,1940,\N,107,Drama,5.6,11
tt0139548,English,movie,Purnima,Purnima,0,1965,\N,120,"Family,Romance",6.7,50
tt0139581,English,movie,Sahara,Sahara,0,1958,\N,135,"Drama,Family",6.2,27
tt0139606,English,movie,Shades,Shades,0,1999,\N,93,"Comedy,Drama",5.2,600
tt0139610,English,movie,Showman,Showman,0,1963,\N,53,Documentary,6.5,55
tt0139615,English,movie,Slam,Slam,0,1998,\N,100,Drama,7,2384
tt0139621,English,movie,A Son of Satan,A Son of Satan,0,1924,\N,70,Drama,6.3,22
tt0139622,English,movie,"Sounder, Part 2","Sounder, Part 2",0,1976,\N,98,Drama,5.8,66
tt0139630,English,movie,Suspicious Minds,Suspicious Minds,0,1997,\N,95,Thriller,4.5,208
tt0139632,English,movie,The Symbol of the Unconquered,The Symbol of the Unconquered,0,1920,\N,54,Drama,5.8,534
tt0139636,English,movie,Blue Tango,Tango blu,0,1987,\N,98,Comedy,5.7,45
tt0139639,English,movie,Ten Minutes to Live,Ten Minutes to Live,0,1932,\N,58,"Crime,Drama,Musical",4.1,266
tt0139641,English,movie,Ten Nights in a Barroom,Ten Nights in a Bar Room,0,1926,\N,63,Drama,6.2,218
tt0139645,English,movie,Life in the Fast Lane,There's No Fish Food in Heaven,0,1998,\N,92,Comedy,4.4,319
tt0139649,English,movie,Too Tired to Die,Too Tired to Die,0,1998,\N,97,"Comedy,Drama,Fantasy",5.5,564
tt0139654,English,movie,Training Day,Training Day,0,2001,\N,122,"Action,Crime,Drama",7.7,445730
tt0139668,English,movie,True Crime,True Crime,0,1999,\N,127,"Crime,Drama,Mystery",6.6,36911
tt0139669,English,movie,True Friends,True Friends,0,1998,\N,103,Drama,5.5,200
tt0139699,English,movie,Varsity Blues,Varsity Blues,0,1999,\N,106,"Comedy,Drama,Romance",6.5,47183
tt0139723,English,movie,Vintage Wine,Vintage Wine,0,1935,\N,81,"Comedy,Romance",6,57
tt0139745,English,movie,Wrestling with Alligators,Wrestling with Alligators,0,1998,\N,95,Drama,4.4,162
tt0139809,English,movie,The Thirteenth Floor,The Thirteenth Floor,0,1999,\N,100,"Mystery,Sci-Fi,Thriller",7,73995
tt0139831,English,movie,Les amants de demain,Les amants de demain,0,1959,\N,75,"Drama,Musical",6.5,25
tt0139835,English,movie,Los amigos Maravilla en el mundo de la aventura,Los amigos Maravilla en el mundo de la aventura,0,1963,\N,80,"Adventure,Comedy,Drama",5.8,7
tt0139858,English,movie,Diabolic Wedding,Annabelle Lee,0,1971,\N,85,Horror,5.2,10
tt0139893,English,movie,Bits and Pieces,Bits and Pieces,0,1985,\N,85,"Drama,Horror",3.9,159
tt0139894,English,movie,Blitz on Britain,Blitz on Britain,0,1960,\N,71,"Documentary,History,War",6.9,153
tt0139898,English,movie,The Boys,The Boys,0,1998,\N,86,"Crime,Drama",6.9,1614
tt0139914,English,movie,El capitán Malacara,El capit√°n Malacara,0,1945,\N,90,"Adventure,Drama,Romance",6.4,14
tt0140054,English,movie,Follow That Rainbow,Follow That Rainbow,0,1979,\N,103,"Drama,Musical",6.6,12
tt0140055,English,movie,Fool's Gold,Fool's Gold,0,1999,\N,95,Comedy,5.3,46
tt0140067,English,movie,The Gardener,The Gardener,0,1998,\N,102,Horror,3.7,301
tt0140137,English,movie,Hellbent,Hellbent,0,1988,\N,88,"Action,Comedy,Drama",4.9,231
tt0140144,English,movie,Her Odd Tastes,Her Odd Tastes,0,1969,\N,72,"Adventure,Comedy,Drama",5.2,64
tt0140168,English,movie,Hip Hot and 21,Hip Hot and 21,0,1966,\N,90,Drama,4.2,72
tt0140174,English,movie,Hitch Hike to Hell,Hitch Hike to Hell,0,1977,\N,87,"Crime,Horror,Mystery",4.9,455
tt0140242,English,movie,Hot Blood,Hot Blood,0,1989,\N,92,"Crime,Drama",4.4,77
tt0140281,English,movie,Impostors,Impostors,0,1979,\N,110,Comedy,6.9,45
tt0140282,English,movie,In God's Hands,In God's Hands,0,1998,\N,96,"Action,Drama,Sport",5.4,1220
tt0140292,English,movie,It Happened One Sunday,It Happened One Sunday,0,1944,\N,97,"Comedy,Romance",6.7,23
tt0140305,English,movie,No Sympathy for the Devil,Kamia sympatheia gia ton Diavolo,0,1997,\N,82,"Romance,Sci-Fi",7,110
tt0140312,English,movie,Killing Time,Killing Time,0,1998,\N,88,"Action,Crime,Thriller",5.2,545
tt0140320,English,movie,The Lawbreakers,The Lawbreakers,0,1961,\N,79,"Crime,Drama",7,57
tt0140324,English,movie,Legend of Horror,Legend of Horror,0,1971,\N,75,Horror,4.1,63
tt0140336,English,movie,Local Color,Local Color,0,1977,\N,116,Drama,7.1,56
tt0140337,English,movie,Loser Love,Loser Love,0,1999,\N,82,"Drama,Thriller",4.7,203
tt0140345,English,movie,Machete II,Machete II,0,1994,\N,107,Drama,6.7,20
tt0140347,English,movie,Mahalia Jackson: The Power and the Glory,Mahalia Jackson: The Power and the Glory,0,1997,\N,90,Documentary,8.1,36
tt0140352,English,movie,The Insider,The Insider,0,1999,\N,157,"Biography,Drama,Thriller",7.8,173755
tt0140379,English,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,0,1999,\N,116,"Comedy,Fantasy,Romance",6.4,26085
tt0140385,English,movie,Mondo cane 2000 - L'incredibile,Mondo cane 2000 - L'incredibile,0,1988,\N,73,Documentary,3.4,71
tt0140392,English,movie,Mozart in Love,Mozart in Love,0,1975,\N,99,"Biography,Comedy,Drama",6.8,44
tt0140397,English,movie,Mumford,Mumford,0,1999,\N,112,"Comedy,Drama",6.8,9336
tt0140423,English,movie,Nowhere to Go,Nowhere to Go,0,1998,\N,92,Drama,7.4,76
tt0140432,English,movie,Only Once,Only Once,0,1998,\N,56,Drama,6.2,59
tt0140435,English,movie,The Orientals,Le orientali,0,1960,\N,110,"Action,Adventure,Drama",4.3,23
tt0140457,English,movie,Pinocchio's Birthday Party,Pinocchio's Birthday Party,0,1973,\N,79,"Family,Fantasy",4,12
tt0140471,English,movie,Prison Planet,Prison Planet,0,1992,\N,90,"Action,Sci-Fi",2.7,351
tt0140508,English,movie,Resurrection Man,Resurrection Man,0,1998,\N,102,"Crime,Drama,Thriller",5.4,819
tt0140533,English,movie,Satan's Black Wedding,Satan's Black Wedding,0,1976,\N,61,Horror,4.5,318
tt0140536,English,movie,The Scenic Route,The Scenic Route,0,1978,\N,76,Drama,6.9,243
tt0140539,English,movie,Second Best Bed,Second Best Bed,0,1938,\N,74,"Comedy,Romance",4.9,43
tt0140551,English,movie,Sky Racket,Sky Racket,0,1937,\N,63,"Action,Drama,Romance",4.5,114
tt0140559,English,movie,Some Nudity Required,Some Nudity Required,0,1998,\N,82,Documentary,5.5,235
tt0140569,English,movie,Stay Tuned for Murder,Stay Tuned for Murder,0,1988,\N,87,"Crime,Thriller",5.4,18
tt0140570,English,movie,Murder on the Road,Step on It,0,1936,\N,57,Drama,5,71
tt0140581,English,movie,The Suckling,The Suckling,0,1990,\N,89,"Drama,Fantasy,Horror",4.6,1258
tt0140587,English,movie,Surrender Dorothy,Surrender Dorothy,0,1998,\N,87,"Comedy,Drama,Romance",5.8,373
tt0140590,English,movie,Swing,Swing,0,1999,\N,97,"Comedy,Music,Romance",6.1,381
tt0140592,English,movie,Tahiti Honey,Tahiti Honey,0,1943,\N,68,"Comedy,Music,Romance",6.8,67
tt0140614,English,movie,They Bite,They Bite,0,1996,\N,98,"Comedy,Horror,Sci-Fi",4.6,399
tt0140624,English,movie,Tobacco Blues,Tobacco Blues,0,1998,\N,55,Documentary,7.5,10
tt0140627,English,movie,Tomorrow Night,Tomorrow Night,0,1998,\N,87,Comedy,6.4,693
tt0140641,English,movie,The Twin Pawns,The Twin Pawns,0,1919,\N,80,Drama,6.9,55
tt0140642,English,movie,Two a Penny,Two a Penny,0,1967,\N,98,"Drama,Romance",5.9,107
tt0140681,English,movie,Viol@,Viol@,0,1998,\N,90,"Drama,Thriller",5.2,304
tt0140688,English,movie,Whatever,Whatever,0,1998,\N,112,Drama,6.3,1022
tt0140715,English,movie,El águila negra contra los enmascarados de la muerte,El √°guila negra contra los enmascarados de la muerte,0,1958,\N,85,"Adventure,Comedy,Drama",5.7,16
tt0140718,English,movie,El ángel caído,El √°ngel ca√≠do,0,1949,\N,92,Drama,6.3,19
tt0140791,English,movie,Affair Play,Affair Play,0,1995,\N,95,"Romance,Thriller",5.9,65
tt0140796,English,movie,Air Bud: Golden Receiver,Air Bud: Golden Receiver,0,1998,\N,90,"Comedy,Family,Sport",4.5,5913
tt0140806,English,movie,American Reel,American Reel,0,2003,\N,100,"Drama,Music",6.8,105
tt0140833,English,movie,Balkan Runner,La pista bulgara,0,1994,\N,88,Action,4.9,41
tt0140859,English,movie,Fainaru faito - Saigo no ichigeki,Fainaru faito - Saigo no ichigeki,0,1989,\N,96,"Action,Adventure,Drama",4.6,593
tt0140866,English,movie,The Broken Giant,The Broken Giant,0,1997,\N,83,Drama,6.2,34
tt0140919,English,movie,Cotton Patch Gospel,Cotton Patch Gospel,0,1988,\N,111,Musical,8.5,71
tt0140946,English,movie,Death: The Ultimate Mystery,Death: The Ultimate Mystery,0,1975,\N,97,Documentary,4.7,20
tt0140973,English,movie,Kiss of a Stranger,Kiss of a Stranger,0,1998,\N,90,"Romance,Thriller",4.7,288
tt0140976,English,movie,Disorder Is 20 Years Old,Le d√©sordre a vingt ans,0,1967,\N,60,"Documentary,Drama",7,29
tt0140987,English,movie,Encounter with Disaster,Encounter with Disaster,0,1979,\N,53,Documentary,7.9,33
tt0141098,English,movie,Forces of Nature,Forces of Nature,0,1999,\N,105,"Comedy,Romance",5.5,34910
tt0141105,English,movie,Free Enterprise,Free Enterprise,0,1998,\N,113,"Comedy,Romance",6.7,3317
tt0141109,English,movie,Jack Frost,Jack Frost,0,1998,\N,101,"Comedy,Drama,Family",5.4,38379
tt0141120,English,movie,The Ghost,The Ghost,0,2001,\N,86,"Action,Thriller",4,369
tt0141121,English,movie,Gideon,Gideon,0,1998,\N,102,"Comedy,Drama,Romance",6.6,1251
tt0141160,English,movie,Hit the Road Running,Hit the Road Running,0,1987,\N,92,"Action,Comedy",6.5,16
tt0141187,English,movie,"Hot Skin, Cold Cash","Hot Skin, Cold Cash",0,1965,\N,63,Drama,4.9,65
tt0141248,English,movie,How Many Times,How Many Times,0,1969,\N,64,Drama,5,9
tt0141270,English,movie,Hyperspace,Hyperspace,0,1984,\N,90,"Comedy,Sci-Fi",4.7,266
tt0141303,English,movie,Ice House,Ice House,0,1989,\N,86,"Drama,Romance",4,78
tt0141337,English,movie,In the Good Old Summer Time,In the Good Old Summer Time,0,1926,\N,5,"Animation,Music,Short",7.2,44
tt0141352,English,movie,Three Scenes with Ingmar Bergman,Tre scener med Ingmar Bergman,0,1975,\N,92,"Biography,Documentary",7,45
tt0141369,English,movie,Inspector Gadget,Inspector Gadget,0,1999,\N,78,"Action,Adventure,Comedy",4.1,49217
tt0141382,English,movie,Intimate Diary of Artists' Models,Intimate Diary of Artists' Models,0,1963,\N,77,Drama,5.7,23
tt0141402,English,movie,It's Hot on Sin Island,It's Hot on Sin Island,0,1964,\N,62,"Comedy,Crime,Romance",4.5,11
tt0141506,English,movie,Keyholes Are for Peeping,Keyholes Are for Peeping,0,1972,\N,70,Comedy,3.7,152
tt0141517,English,movie,The African Elephant,The African Elephant,0,1971,\N,92,Documentary,7.7,39
tt0141525,English,movie,Kwaheri: Vanishing Africa,Kwaheri: Vanishing Africa,0,1964,\N,80,Documentary,5.5,82
tt0141563,English,movie,"Lost, Lonely and Vicious","Lost, Lonely and Vicious",0,1958,\N,73,Drama,4.3,143
tt0141574,English,movie,The Face of Alexandre Dumas: The Man in the Iron Mask,The Man in the Iron Mask,0,1998,\N,85,Adventure,4.7,243
tt0141656,English,movie,Nice - À propos de Jean Vigo,Nice - √Ä propos de Jean Vigo,0,1983,\N,58,Documentary,7,67
tt0141667,English,movie,"Not Tonight, Darling","Not Tonight, Darling",0,1971,\N,90,Drama,3.7,179
tt0141669,English,movie,Nature's Paradise,Nudist Paradise,0,1959,\N,67,Drama,5.7,28
tt0141699,English,movie,Out of the Past,Out of the Past,0,1998,\N,97,Documentary,7.1,192
tt0141716,English,movie,Party Monster,Party Monster,0,1998,\N,57,"Biography,Documentary",7.2,1739
tt0141736,English,movie,Virgin Soil Upturned,Podnyataya tselina,0,1960,\N,278,Drama,7.5,79
tt0141746,English,movie,Il saprofita,Il saprofita,0,1974,\N,100,"Drama,Romance",6,105
tt0141769,English,movie,Rate It X,Rate It X,0,1986,\N,93,Documentary,5.3,58
tt0141812,English,movie,The Scorched Earth,The Scorched Earth,0,1942,\N,57,Documentary,6.1,9
tt0141843,English,movie,Sorcerers,Sorcerers,0,1998,\N,100,"Animation,Sci-Fi",5.6,316
tt0141880,English,movie,Tales of the Third Dimension,Tales of the Third Dimension,0,1984,\N,85,"Comedy,Drama,Fantasy",5,180
tt0141897,English,movie,Terror,Terror,0,1978,\N,84,Horror,5.2,1544
tt0141901,English,movie,This Is America,This Is America,0,1977,\N,97,Documentary,5.9,303
tt0141902,English,movie,This Is America Part 2,This Is America Part 2,0,1980,\N,102,Documentary,5.8,151
tt0141907,English,movie,Town & Country,Town & Country,0,2001,\N,104,"Comedy,Romance",4.5,5074
tt0141916,English,movie,Trial Run,Trial Run,0,1984,\N,91,Thriller,5,44
tt0141926,English,movie,U-571,U-571,0,2000,\N,116,"Action,War",6.6,83684
tt0141935,English,movie,The Slave,Une femme aux abois,0,1967,\N,75,Crime,4.7,27
tt0141974,English,movie,The War Zone,The War Zone,0,1999,\N,98,"Drama,Thriller",7.3,10624
tt0141986,English,movie,Wild Man Blues,Wild Man Blues,0,1997,\N,105,"Documentary,Music,Romance",6.9,2254
tt0141994,English,movie,Wolf Riders,Wolf Riders,0,1935,\N,56,"Action,Drama,Western",5.9,27
tt0141996,English,movie,Wolfman,Wolfman,0,1979,\N,102,Horror,3,419
tt0141998,English,movie,The Last Spring,The WormKillers' Last Spring,0,1994,\N,90,"Drama,Sport",8.6,1207
tt0142005,English,movie,You Are What You Eat,You Are What You Eat,0,1968,\N,75,"Documentary,Music",5.8,77
tt0142063,English,movie,Those Who Love,A los que aman,0,1998,\N,97,"Drama,Romance",6,585
tt0142071,English,movie,Aku-Aku,Aku-Aku,0,1960,\N,86,Documentary,6.6,96
tt0142080,English,movie,American Flatulators,American Flatulators,0,1995,\N,54,Animation,2.3,91
tt0142120,English,movie,Black Spring Break: The Movie,Black Spring Break: The Movie,0,1998,\N,90,Comedy,1.9,194
tt0142192,English,movie,The Corruptor,The Corruptor,0,1999,\N,110,"Action,Crime,Thriller",6,18713
tt0142201,English,movie,Crazy in Alabama,Crazy in Alabama,0,1999,\N,111,"Comedy,Crime,Drama",6.2,7153
tt0142221,English,movie,Deti Pamira,Deti Pamira,0,1963,\N,76,Drama,6.5,11
tt0142231,English,movie,Down in the Delta,Down in the Delta,0,1998,\N,112,Drama,6.9,1837
tt0142256,English,movie,Earth Minus Zero,Earth Minus Zero,0,1996,\N,81,"Comedy,Family,Sci-Fi",2.6,264
tt0142260,English,movie,The Emperor's New Clothes,The Emperor's New Clothes,0,1987,\N,85,"Comedy,Family,Musical",4.6,239
tt0142307,English,movie,General Chaos: Uncensored Animation,General Chaos: Uncensored Animation,0,1998,\N,81,Animation,6.3,104
tt0142312,English,movie,The Pill,Ha-Glula,0,1972,\N,93,"Drama,Fantasy",8.7,21
tt0142333,English,movie,The Gown of Destiny,The Gown of Destiny,0,1917,\N,50,"Drama,War",6.4,19
tt0142340,English,movie,Grief Street,Grief Street,0,1931,\N,64,"Crime,Film-Noir,Music",5.4,142
tt0142342,English,movie,Big Daddy,Big Daddy,0,1999,\N,93,"Comedy,Drama",6.4,222971
tt0142346,English,movie,Half Way to Hell,Half Way to Hell,0,1960,\N,75,"Action,Romance,Western",3.1,93
tt0142352,English,movie,Lola's Game,Lola's Game,0,1998,\N,82,Thriller,6.5,19
tt0142368,English,movie,Alto rischio,Alto rischio,0,1993,\N,83,"Action,Adventure",4.9,75
tt0142393,English,movie,I'm Losing You,I'm Losing You,0,1998,\N,100,Drama,5.1,487
tt0142428,English,movie,Katz and Carrasso,Katz V'Carasso,0,1971,\N,110,"Comedy,Drama",6.9,53
tt0142453,English,movie,Kipling's Women,Kipling's Women,0,1961,\N,60,"Adventure,Comedy,Drama",5.3,39
tt0142468,English,movie,Kitten in a Cage,Kitten in a Cage,0,1968,\N,79,Drama,4.3,74
tt0142494,English,movie,The Hunt for Adolf Eichmann,L'Hidato Shel Adolf Eichmann,0,1994,\N,91,"Biography,Documentary",6.6,31
tt0142630,English,movie,The Lyons Mail,The Lyons Mail,0,1931,\N,76,"Adventure,Mystery",5.9,14
tt0142634,English,movie,Nobody Knows Anything!,Nobody Knows Anything!,0,2003,\N,90,Comedy,3.2,697
tt0142650,English,movie,Meeting Daddy,Meeting Daddy,0,2000,\N,96,"Comedy,Romance",4.6,271
tt0142688,English,movie,The Ninth Gate,The Ninth Gate,0,1999,\N,133,"Mystery,Thriller",6.7,186997
tt0142710,English,movie,Nurith,Nurit,0,1972,\N,90,"Drama,Musical",6,25
tt0142735,English,movie,One,One,0,1997,\N,102,Drama,6.6,279
tt0142775,English,movie,Presumed Guilty,Presumed Guilty,0,1991,\N,92,"Action,Adventure,Drama",4.7,57
tt0142781,English,movie,La prostitution,La prostitution,0,1963,\N,115,Drama,5.8,9
tt0142804,English,movie,Resurrection,Resurrection,0,1999,\N,108,"Crime,Drama,Horror",6.1,10466
tt0142906,English,movie,Terrified,Terrified,0,1963,\N,81,Horror,4.3,488
tt0142913,English,movie,Life Among the Cannibals,Life Among the Cannibals,0,1999,\N,95,Comedy,6.8,70
tt0143016,English,movie,The Zodiac Killer,The Zodiac Killer,0,1971,\N,87,"Horror,Mystery,Thriller",4.4,845
tt0143090,English,movie,After Midnight,After Midnight,0,1990,\N,100,"Comedy,Drama",5.8,38
tt0143096,English,movie,The All New Adventures of Laurel & Hardy in 'for Love or Mummy',The All New Adventures of Laurel & Hardy in 'For Love or Mummy',0,1999,\N,85,Comedy,3.8,476
tt0143113,English,movie,Archibald the Rainbow Painter,Archibald the Rainbow Painter,0,1998,\N,105,Drama,7.7,46
tt0143123,English,movie,Schwartz: The Brave Detective,Ha-Balash Ha'Amitz Shvartz,0,1973,\N,95,Comedy,5.2,58
tt0143124,English,movie,Ha-Banana Hashehora,Ha-Banana Hashehora,0,1976,\N,85,"Adventure,Comedy",6.5,10
tt0143145,English,movie,The World Is Not Enough,The World Is Not Enough,0,1999,\N,128,"Action,Adventure,Thriller",6.4,203895
tt0143164,English,movie,Captain Milkshake,Captain Milkshake,0,1970,\N,89,Drama,7.2,91
tt0143166,English,movie,Captive,Captive,0,1998,\N,92,"Drama,Thriller",4.6,315
tt0143187,English,movie,Compelling Evidence,Compelling Evidence,0,1995,\N,86,Thriller,2.2,452
tt0143189,English,movie,Conquest of Cheyenne,Conquest of Cheyenne,0,1946,\N,56,Western,5.9,51
tt0143219,English,movie,The Auntie from Argentina,Ha-Doda Mi'Argentina,0,1984,\N,82,Comedy,4.5,18
tt0143231,English,movie,The Dybbuk of the Holy Apple Field,Ha-Dybbuk B'sde Hatapuchim Hakdoshim,0,1997,\N,93,"Drama,Romance",7.2,97
tt0143232,English,movie,Eleatis Xenos,Eleatis Xenos,0,1996,\N,132,Drama,5.6,6
tt0143234,English,movie,Emil Habibi: I Stayed in Haifa,Emile Habibi - Niszarty B'Haifa,0,1997,\N,60,Documentary,7.5,7
tt0143248,English,movie,Felice... Felice...,Felice... Felice...,0,1998,\N,99,Drama,7,124
tt0143261,English,movie,Friends & Lovers,Friends & Lovers,0,1999,\N,103,"Comedy,Drama,Romance",4.4,1653
tt0143281,English,movie,"Golem, le jardin pétrifié","Golem, le jardin p√©trifi√©",0,1994,\N,87,Drama,5.9,44
